dataset	foundation_model	seed	preprocess	sample_size	actual_size	metric	train_mean	train_std	test_mean	test_std
HURRAH	tabicl	456	-1	100	100	tab_deepsurv_simple	0.9654162549791456	0.011023585380704845	0.6293166064587521	0.05213854276406956
HURRAH	tabicl	456	-1	100	100	tab_deepsurv_vanilla	0.9496911535323616	0.05027607910259387	0.6225769585370861	0.06314068403667106
HURRAH	tabicl	456	-1	100	100	tab_rsf	0.9764735452097074	0.011041421850725788	0.5582127712430693	0.08192214315441308
HURRAH	tabicl	456	-1	100	100	tab_cox	0.994454984178166	0.008718644240802225	0.5354303172390378	0.05510052533630737
HURRAH	tabicl	456	-1	100	100	deepsurv_simple	0.9134328980557775	0.039326901178276516	0.6899693571479829	0.021706930341872537
HURRAH	tabicl	456	-1	100	100	deepsurv_vanilla	0.8787962244841919	0.10491304677111002	0.6402775928879063	0.0665787489040198
HURRAH	tabicl	456	-1	100	100	rsf	0.9638855486817383	0.019755589020043963	0.6603813309165879	0.048612324860041196
HURRAH	tabicl	456	-1	100	100	cox	0.9432543143208626	0.024553277089434708	0.7029688456940814	0.03683320567951819
HURRAH	tabicl	456	-1	500	500	tab_deepsurv_simple	0.9486279290322985	0.008565610700939372	0.7439883769743436	0.010292097833804048
HURRAH	tabicl	456	-1	500	500	tab_deepsurv_vanilla	0.9470440848769321	0.010643603573504008	0.7298648792664854	0.012945499851938661
HURRAH	tabicl	456	-1	500	500	tab_rsf	0.9810591301356283	0.0016121565811091857	0.5886286311472654	0.07659713388748879
HURRAH	tabicl	456	-1	500	500	tab_cox	0.9557997778977256	0.05237109703960831	0.6659831558749456	0.04052343347520009
HURRAH	tabicl	456	-1	500	500	deepsurv_simple	0.8406329584808448	0.01261105301518751	0.8007872845949802	0.010993943830194343
HURRAH	tabicl	456	-1	500	500	deepsurv_vanilla	0.8462688012062631	0.007997650464789714	0.7774519776107436	0.005785831813209011
HURRAH	tabicl	456	-1	500	500	rsf	0.9503587039415047	0.003975372686964522	0.7944800998838761	0.011838289000614483
HURRAH	tabicl	456	-1	500	500	cox	0.8335807884260558	0.013457098456323605	0.810222611189063	0.01194420388709841
HURRAH	tabicl	456	-1	1000	1000	tab_deepsurv_simple	0.9571093481731943	0.003478959365482259	0.7401182332406169	0.024115701244347348
HURRAH	tabicl	456	-1	1000	1000	tab_deepsurv_vanilla	0.9656492090984118	0.003667399715618601	0.7389667004391921	0.021241425992844364
HURRAH	tabicl	456	-1	1000	1000	tab_rsf	0.983170911499297	0.002894846038324352	0.662986609937448	0.045245572519729396
HURRAH	tabicl	456	-1	1000	1000	tab_cox	0.9749463032578809	0.001285537172113862	0.6731423206350928	0.05010543109462772
HURRAH	tabicl	456	-1	1000	1000	deepsurv_simple	0.8490225579587675	0.007443047406754361	0.8220900489426045	0.010355899653619166
HURRAH	tabicl	456	-1	1000	1000	deepsurv_vanilla	0.8418389710123897	0.019696647028789954	0.8037193203374227	0.012235379630316992
HURRAH	tabicl	456	-1	1000	1000	rsf	0.94948182800658	0.003587855131217157	0.8131731153165924	0.005353061281967484
HURRAH	tabicl	456	-1	1000	1000	cox	0.8378184699361771	0.00594296229733372	0.8159869819154071	0.011260688225749327
HURRAH	tabicl	456	-1	2500	2500	tab_deepsurv_simple	0.9622817683636467	0.0022390741741443727	0.77372405126496	0.01290726037696077
HURRAH	tabicl	456	-1	2500	2500	tab_deepsurv_vanilla	0.96108736210276	0.0039219744688267855	0.769453284294422	0.009594817430138885
HURRAH	tabicl	456	-1	2500	2500	tab_rsf	0.9836733545396328	0.0014762382073414823	0.7245504575959417	0.015938352919965218
HURRAH	tabicl	456	-1	2500	2500	tab_cox	0.8548709202974536	0.2100362286016664	0.6289211318299336	0.1998683272278371
HURRAH	tabicl	456	-1	2500	2500	deepsurv_simple	0.8418338006603194	0.007621223287440131	0.8269890349679236	0.010596522928376182
HURRAH	tabicl	456	-1	2500	2500	deepsurv_vanilla	0.8322923910240199	0.048046110616434545	0.7983737261239284	0.032961595445598145
HURRAH	tabicl	456	-1	2500	2500	rsf	0.9466226252787597	0.0012258054622938683	0.831889504681589	0.01012146859738802
HURRAH	tabicl	456	-1	2500	2500	cox	0.8319296520036751	0.0059027154118559124	0.8217930480610004	0.01095327278356504
HURRAH	tabicl	456	-1	5000	5000	tab_deepsurv_simple	0.9610016771341139	0.002438996704560398	0.7829640266796933	0.013545991846999844
HURRAH	tabicl	456	-1	5000	5000	tab_deepsurv_vanilla	0.9639476352291074	0.0005319592421529037	0.7788490220577954	0.006320945712883961
HURRAH	tabicl	456	-1	5000	5000	tab_rsf	0.9840352130911935	0.0008115129686201591	0.7328430042331262	0.014077396964263418
HURRAH	tabicl	456	-1	5000	5000	tab_cox	0.9668595552394332	0.0014892135291412608	0.7494994000551701	0.024984158041580887
HURRAH	tabicl	456	-1	5000	5000	deepsurv_simple	0.8358438443569287	0.006384549699111358	0.8304313025819703	0.008157302231702409
HURRAH	tabicl	456	-1	5000	5000	deepsurv_vanilla	0.8478340288254188	0.01684792582987436	0.828466919749728	0.014412963572133165
HURRAH	tabicl	456	-1	5000	5000	rsf	0.945544233136675	0.002113219669016589	0.8423406646443565	0.007487085822477389
HURRAH	tabicl	456	-1	5000	5000	cox	0.8314591175282517	0.00519791172126685	0.8251171013121354	0.00898452824178587
HURRAH	tabicl	456	-1	10000	10000	tab_deepsurv_simple	0.7942942369666542	0.3328097970053111	0.7067887200808765	0.16813006907487055
HURRAH	tabicl	456	-1	10000	10000	tab_deepsurv_vanilla	0.9615024909658558	0.003273858909876218	0.7627694625092627	0.03251737152317118
HURRAH	tabicl	456	-1	10000	10000	tab_rsf	0.9837530116810523	0.000372868164327562	0.7464503590739412	0.007147382275336893
HURRAH	tabicl	456	-1	10000	10000	tab_cox	0.964866587349927	0.0006469787161496467	0.7647769330711689	0.013179704966113832
HURRAH	tabicl	456	-1	10000	10000	deepsurv_simple	0.8231849994627485	0.02060064028672543	0.8213820491221586	0.0195369003929878
HURRAH	tabicl	456	-1	10000	10000	deepsurv_vanilla	0.8370865151003815	0.01854022104012949	0.8314303492286115	0.00942834267353558
HURRAH	tabicl	456	-1	10000	10000	rsf	0.9423024698190183	0.0007042661408983739	0.8515797037957865	0.005451206268995966
HURRAH	tabicl	456	-1	10000	10000	cox	0.8275802910192883	0.0020562897605334147	0.8255481588248852	0.009458109808249852
HURRAH	tabicl	456	-1	15000	13566	tab_deepsurv_simple	0.9602653041418525	0.0033154972447840096	0.7831286699449673	0.02657068912770285
HURRAH	tabicl	456	-1	15000	13566	tab_deepsurv_vanilla	0.963150199971458	0.000988998601149753	0.7718404805729182	0.036125882058703276
HURRAH	tabicl	456	-1	15000	13566	tab_rsf	0.9837929676891338	0.00032762494179885954	0.7404590750400847	0.01285095629664295
HURRAH	tabicl	456	-1	15000	13566	tab_cox	0.9643689000407555	0.0007830220656056696	0.767883562425437	0.011182277147811578
