dataset	foundation_model	seed	preprocess	sample_size	actual_size	metric	train_mean	train_std	test_mean	test_std
OrmoniTirodei	tabdpt	789	-1	500	500	tab_deepsurv_simple	0.8394570849488595	0.04087408031572942	0.7159672498197951	0.024158397962808904
OrmoniTirodei	tabdpt	789	-1	500	500	tab_deepsurv_vanilla	0.8480718045159279	0.018161236793520566	0.7667067397081119	0.006619379221258256
OrmoniTirodei	tabdpt	789	-1	500	500	tab_rsf	0.9448279195879712	0.005854925049753877	0.759716505876327	0.015152236007427386
OrmoniTirodei	tabdpt	789	-1	500	500	tab_cox	0.9202172985808323	0.012700318000237755	0.7312127637948709	0.020643777221297597
OrmoniTirodei	tabdpt	789	-1	500	500	deepsurv_simple	0.8102544232383171	0.012803806895644435	0.7598653595883567	0.010688699697660944
OrmoniTirodei	tabdpt	789	-1	500	500	deepsurv_vanilla	0.8253405575718744	0.015871808330349124	0.7435275137715023	0.013227014167180463
OrmoniTirodei	tabdpt	789	-1	500	500	rsf	0.9455606861281709	0.008731459393122608	0.7754127663487578	0.007712030285159964
OrmoniTirodei	tabdpt	789	-1	500	500	cox	0.8304995502947548	0.011220252763336465	0.7754849898436621	0.008095765858150713
OrmoniTirodei	tabdpt	789	-1	1000	1000	tab_deepsurv_simple	0.8339473957009936	0.008515737226133116	0.7459930557601481	0.008178605143081545
OrmoniTirodei	tabdpt	789	-1	1000	1000	tab_deepsurv_vanilla	0.8173656319361446	0.007842320138420502	0.7713692798069716	0.007678129471195186
OrmoniTirodei	tabdpt	789	-1	1000	1000	tab_rsf	0.945332447404547	0.002319637798392202	0.7617020104831056	0.012907750530341454
OrmoniTirodei	tabdpt	789	-1	1000	1000	tab_cox	0.8628796053840524	0.0050646364982508555	0.7594902120392194	0.009849378875295866
OrmoniTirodei	tabdpt	789	-1	1000	1000	deepsurv_simple	0.8063110253376768	0.010518043456688731	0.7793269058403869	0.008669953140432257
OrmoniTirodei	tabdpt	789	-1	1000	1000	deepsurv_vanilla	0.8098925360557452	0.009277016996308132	0.7643070145049383	0.01240860275574713
OrmoniTirodei	tabdpt	789	-1	1000	1000	rsf	0.940408101223851	0.003301579562298998	0.7868141384110278	0.006633090746040947
OrmoniTirodei	tabdpt	789	-1	1000	1000	cox	0.8107424040598115	0.007653569878573269	0.7840787230286678	0.007746518190236326
OrmoniTirodei	tabdpt	789	-1	2500	2500	tab_deepsurv_simple	0.8194922477704429	0.006279262817518261	0.7663707545167313	0.008023113610987575
OrmoniTirodei	tabdpt	789	-1	2500	2500	tab_deepsurv_vanilla	0.8145167878151153	0.018314426245788794	0.7753520583095557	0.008239673518838971
OrmoniTirodei	tabdpt	789	-1	2500	2500	tab_rsf	0.9341715496041182	0.003143667100523368	0.7670519317028621	0.003522945696523103
OrmoniTirodei	tabdpt	789	-1	2500	2500	tab_cox	0.8302939676407591	0.0050479295354974784	0.7756759844684985	0.01053295030635446
OrmoniTirodei	tabdpt	789	-1	2500	2500	deepsurv_simple	0.7941129001101073	0.007518313433360655	0.7813879668587453	0.009142776608607227
