dataset	foundation_model	seed	preprocess	sample_size	actual_size	metric	train_mean	train_std	test_mean	test_std
OrmoniTirodei	tabicl	42	-1	100	100	tab_deepsurv_simple	0.9042695139833169	0.02431966297040257	0.6173031218051952	0.04837428060009753
OrmoniTirodei	tabicl	42	-1	100	100	tab_deepsurv_vanilla	0.9134376749486254	0.026755003111873295	0.613790143182946	0.009457043525978325
OrmoniTirodei	tabicl	42	-1	100	100	tab_rsf	0.9768259343981409	0.005522899750852155	0.6378815916617252	0.02557239712728776
OrmoniTirodei	tabicl	42	-1	100	100	tab_cox	0.9848927029258203	0.02782009721248957	0.6155965767883286	0.038328705511801855
OrmoniTirodei	tabicl	42	-1	100	100	deepsurv_simple	0.588619798231006	0.05195848223014941	0.5915858110130793	0.02424512702808588
OrmoniTirodei	tabicl	42	-1	100	100	deepsurv_vanilla	0.8179051150618175	0.04640028136483272	0.6569565620077464	0.03990390463855937
OrmoniTirodei	tabicl	42	-1	100	100	rsf	0.9619599268145475	0.0030833117441241434	0.7313605004018334	0.03386076181909812
OrmoniTirodei	tabicl	42	-1	100	100	cox				
OrmoniTirodei	tabicl	42	-1	500	500	tab_deepsurv_simple	0.9023186485450505	0.009695927789888596	0.6890995962261917	0.022590092514372776
OrmoniTirodei	tabicl	42	-1	500	500	tab_deepsurv_vanilla	0.930749111971091	0.019369580314750345	0.6747589649932084	0.015037263861405067
OrmoniTirodei	tabicl	42	-1	500	500	tab_rsf	0.9751789485667576	0.0028050234011503276	0.695899962900679	0.010002283531686909
OrmoniTirodei	tabicl	42	-1	500	500	tab_cox	0.9617428393703445	0.0027314675195625263	0.653176473069693	0.023919794960988724
OrmoniTirodei	tabicl	42	-1	500	500	deepsurv_simple	0.8080992476487632	0.015445244977711018	0.7479170125214303	0.015445774732855133
OrmoniTirodei	tabicl	42	-1	500	500	deepsurv_vanilla	0.8187942678629723	0.015181982617334748	0.7376048390603842	0.021782462289517038
OrmoniTirodei	tabicl	42	-1	500	500	rsf	0.94840651593234	0.0030469382190197025	0.7654632523929108	0.007979520138780366
OrmoniTirodei	tabicl	42	-1	500	500	cox	0.8288583278760097	0.0	0.7472208217404565	0.0
OrmoniTirodei	tabicl	42	-1	1000	1000	tab_deepsurv_simple	0.8994197110029185	0.0037274085792957964	0.7078514403157921	0.023511690465021388
OrmoniTirodei	tabicl	42	-1	1000	1000	tab_deepsurv_vanilla	0.9251266598189419	0.007017570469057872	0.717527207340442	0.007247286384690309
OrmoniTirodei	tabicl	42	-1	1000	1000	tab_rsf	0.9754125643528695	0.0019803283482137174	0.7170979320725543	0.014592725573793954
OrmoniTirodei	tabicl	42	-1	1000	1000	tab_cox	0.9442854811131862	0.002660223973663588	0.691991692319434	0.022328290840321143
OrmoniTirodei	tabicl	42	-1	1000	1000	deepsurv_simple	0.8009372851762121	0.010473938084949699	0.7713045979444602	0.009559655340833553
OrmoniTirodei	tabicl	42	-1	1000	1000	deepsurv_vanilla	0.8032493026075038	0.011992813106664368	0.7646413790509035	0.00795627304788541
OrmoniTirodei	tabicl	42	-1	1000	1000	rsf	0.9351880858811491	0.0026956499060090144	0.7777993574972653	0.011766188811111414
OrmoniTirodei	tabicl	42	-1	1000	1000	cox	0.8130438570466354	0.01147335631401574	0.7784587220216954	0.007968179176643761
OrmoniTirodei	tabicl	42	-1	2500	2500	tab_deepsurv_simple	0.9294823004245865	0.0017030001671686315	0.7269412298177373	0.012809386049504153
OrmoniTirodei	tabicl	42	-1	2500	2500	tab_deepsurv_vanilla	0.9242495283205008	0.004028383833962451	0.7358954587095055	0.01103390828263098
OrmoniTirodei	tabicl	42	-1	2500	2500	tab_rsf	0.9701087062845464	0.001436194461302047	0.7316010080306168	0.013367506203603398
OrmoniTirodei	tabicl	42	-1	2500	2500	tab_cox	0.9330354367225734	0.001060215713647745	0.7268531378690166	0.009140397383207054
OrmoniTirodei	tabicl	42	-1	2500	2500	deepsurv_simple	0.7952477096490809	0.00548513359657087	0.7773690054304773	0.004140746197014095
OrmoniTirodei	tabicl	42	-1	2500	2500	deepsurv_vanilla	0.8088084890121567	0.009791333871341568	0.781970604142395	0.007541660976150798
OrmoniTirodei	tabicl	42	-1	2500	2500	rsf	0.9193449032830294	0.00408328652478558	0.7923157583344027	0.009821203515480954
OrmoniTirodei	tabicl	42	-1	2500	2500	cox	0.8054720938523451	0.005981707205593804	0.7888307448394034	0.009032714185479981
OrmoniTirodei	tabicl	42	-1	5000	5000	tab_deepsurv_simple	0.9230480149938206	0.004165967273355097	0.734386176611894	0.008603683939613431
OrmoniTirodei	tabicl	42	-1	5000	5000	tab_deepsurv_vanilla	0.9209318491729046	0.0016114896046949526	0.7488126499734983	0.006096124994839381
OrmoniTirodei	tabicl	42	-1	5000	5000	tab_rsf	0.9650400445670991	0.0008809444991040201	0.7361208074988709	0.013474360792260581
OrmoniTirodei	tabicl	42	-1	5000	5000	tab_cox	0.9273758285778829	0.0013455154937613227	0.7437333289755019	0.007002537134304114
OrmoniTirodei	tabicl	42	-1	5000	5000	deepsurv_simple	0.790958696506596	0.00397062464319969	0.77967347618853	0.005856527595946959
OrmoniTirodei	tabicl	42	-1	5000	5000	deepsurv_vanilla	0.8085364285838119	0.0028655526490261258	0.7889246543258015	0.008789046102634193
OrmoniTirodei	tabicl	42	-1	5000	5000	rsf	0.9021176491612911	0.0011069613670373747	0.7948417195231394	0.010321252401453778
OrmoniTirodei	tabicl	42	-1	5000	5000	cox	0.8013444801600877	0.0022358119411637215	0.7924103369828692	0.007125006901266566
OrmoniTirodei	tabicl	42	-1	10000	5161	tab_deepsurv_simple	0.9220781884942804	0.0019564605135594976	0.7333767711591289	0.010257252961560253
OrmoniTirodei	tabicl	42	-1	10000	5161	tab_deepsurv_vanilla	0.9218427941567562	0.0015943612289351578	0.7422863235495635	0.0065299978054669736
OrmoniTirodei	tabicl	42	-1	10000	5161	tab_rsf	0.9653844834956425	0.0011280910933277862	0.7390747666754739	0.012887569292686609
OrmoniTirodei	tabicl	42	-1	10000	5161	tab_cox	0.9272899948537761	0.0014181669127949254	0.744845433451932	0.007027722808307852
OrmoniTirodei	tabicl	42	-1	10000	5161	deepsurv_simple	0.7763774745760877	0.014885227103923145	0.7732685050598607	0.01600867898853418
OrmoniTirodei	tabicl	42	-1	10000	5161	deepsurv_vanilla	0.8085024302534324	0.005597304699645853	0.788898028122052	0.00960414841039876
OrmoniTirodei	tabicl	42	-1	10000	5161	rsf	0.9018700104667475	0.001221418638676378	0.7952972226975685	0.010127013863790665
OrmoniTirodei	tabicl	42	-1	10000	5161	cox	0.8007499647770067	0.002026059656985934	0.7926071200452218	0.0072393661949008365
OrmoniTirodei	tabicl	42	NaN	100	100	tab_deepsurv_simple	0.898686234787843	0.024823988838836283	0.6304207288169255	0.039326834323396065
OrmoniTirodei	tabicl	42	NaN	100	100	tab_deepsurv_vanilla	0.9311598212234724	0.026085488706394804	0.6251346282984601	0.039911078514123816
OrmoniTirodei	tabicl	42	NaN	100	100	tab_rsf	0.978490053137204	0.005229003622294492	0.6437586494525497	0.026235510315616904
