dataset	foundation_model	seed	preprocess	sample_size	actual_size	metric	train_mean	train_std	test_mean	test_std
HURRAH	tabdpt	456	-1	500	500	tab_deepsurv_simple	0.8472495671758926	0.07454836615138538	0.7627330246569746	0.011833026698948165
HURRAH	tabdpt	456	-1	500	500	tab_deepsurv_vanilla	0.871064387857758	0.019729541510302623	0.7862876704102059	0.007435581433345372
HURRAH	tabdpt	456	-1	500	500	tab_rsf	0.9709894584118516	0.00436311833801112	0.7779738114641477	0.010924404145268815
HURRAH	tabdpt	456	-1	500	500	tab_cox	0.7110084751866378	0.12685412016039524	0.6188090818644202	0.1493812491880893
HURRAH	tabdpt	456	-1	500	500	deepsurv_simple	0.8318397490750478	0.014743917659169792	0.8043606677824625	0.004530137730555934
HURRAH	tabdpt	456	-1	500	500	deepsurv_vanilla	0.8368584556098584	0.02684413776800204	0.7801211919895945	0.006098484908563365
HURRAH	tabdpt	456	-1	500	500	rsf	0.9661828827046216	0.002761587305514399	0.7959717110131541	0.012490862082677055
HURRAH	tabdpt	456	-1	500	500	cox	0.8335807884260558	0.013457098456323605	0.810222611189063	0.01194420388709841
HURRAH	tabdpt	456	-1	1000	1000	tab_deepsurv_simple	0.8162629276400946	0.08003809066501935	0.7639980354078956	0.012144597282605843
HURRAH	tabdpt	456	-1	1000	1000	tab_deepsurv_vanilla	0.8633902309255289	0.027443671519537693	0.7989879156615609	0.011845986015202219
HURRAH	tabdpt	456	-1	1000	1000	tab_rsf	0.9738069183672113	0.004542540291794275	0.7927809953387647	0.01763829617248511
HURRAH	tabdpt	456	-1	1000	1000	tab_cox	0.4977827257673183	0.13187353250819556	0.3582801161853492	0.08197934746773747
HURRAH	tabdpt	456	-1	1000	1000	deepsurv_simple	0.8466335064024462	0.007021592943768929	0.8213011717973699	0.009722788477532635
HURRAH	tabdpt	456	-1	1000	1000	deepsurv_vanilla	0.861704454583618	0.009947823039292026	0.809293399940986	0.005810509000777788
HURRAH	tabdpt	456	-1	1000	1000	rsf	0.9626107705087174	0.001922273895566811	0.8163086967347375	0.006680759377013262
HURRAH	tabdpt	456	-1	1000	1000	cox	0.8378184699361771	0.00594296229733372	0.8159869819154071	0.011260688225749327
HURRAH	tabdpt	456	-1	2500	2500	tab_deepsurv_simple	0.8618446652804209	0.01776045375432788	0.7910488391422397	0.015735935356244547
HURRAH	tabdpt	456	-1	2500	2500	tab_deepsurv_vanilla	0.8277465230122854	0.03161662037296742	0.808725367074729	0.01047988058274446
HURRAH	tabdpt	456	-1	2500	2500	tab_rsf	0.9749046465652714	0.0023463984031622713	0.8044597786888499	0.005982992554092266
HURRAH	tabdpt	456	-1	2500	2500	tab_cox	0.5437351807226876	0.2693918099779175	0.4719909874594489	0.2657799244971059
HURRAH	tabdpt	456	-1	2500	2500	deepsurv_simple	0.841475920872842	0.007269393107770026	0.8285896618532227	0.010415761605446484
HURRAH	tabdpt	456	-1	2500	2500	deepsurv_vanilla	0.8491436900372238	0.013215949809123396	0.8213773619266934	0.004166351137134119
HURRAH	tabdpt	456	-1	2500	2500	rsf	0.9534116995493187	0.001557264395832164	0.8336600159572753	0.007941641580679663
HURRAH	tabdpt	456	-1	2500	2500	cox	0.8319296520036751	0.0059027154118559124	0.8217930480610004	0.01095327278356504
HURRAH	tabdpt	456	-1	5000	5000	tab_deepsurv_simple	0.8444319465725423	0.008567771230195175	0.7799860828990445	0.020546641070559424
HURRAH	tabdpt	456	-1	5000	5000	tab_deepsurv_vanilla	0.838338699548596	0.014865735003730533	0.8031384802028579	0.012031040975827533
HURRAH	tabdpt	456	-1	5000	5000	tab_rsf	0.9657782428414649	0.002550789423930365	0.8036538165286375	0.009542337259104926
HURRAH	tabdpt	456	-1	5000	5000	tab_cox	0.8564038071197061	0.005393300653674764	0.7866832938060542	0.009035523075066923
HURRAH	tabdpt	456	-1	5000	5000	deepsurv_simple	0.840782275140833	0.004467316522985883	0.8322668881239629	0.006829960618905312
HURRAH	tabdpt	456	-1	5000	5000	deepsurv_vanilla	0.8499743828953195	0.01809207068095381	0.8319669375231549	0.0056854956893978735
HURRAH	tabdpt	456	-1	5000	5000	rsf	0.9412706409255186	0.0018155134864715587	0.8409525198041858	0.0072658778777220205
HURRAH	tabdpt	456	-1	5000	5000	cox	0.8314591175282517	0.00519791172126685	0.8251171013121354	0.00898452824178587
HURRAH	tabdpt	456	-1	10000	10000	tab_deepsurv_simple	0.7862295191792795	0.08983438366247858	0.770602378244628	0.03733168341930693
HURRAH	tabdpt	456	-1	10000	10000	tab_deepsurv_vanilla	0.8428692033858145	0.01096734208894114	0.7988983689654565	0.017180652606209254
HURRAH	tabdpt	456	-1	10000	10000	tab_rsf	0.9571614129444714	0.000866854096204291	0.8086775875771413	0.009627376992839207
HURRAH	tabdpt	456	-1	10000	10000	tab_cox	0.8447310388888998	0.0024940309882683104	0.7935976568041634	0.010097044840932616
