dataset	foundation_model	seed	preprocess	sample_size	actual_size	metric	train_mean	train_std	test_mean	test_std
HURRAH	tabdpt	77	-1	500	500	tab_deepsurv_simple	0.8979939632023015	0.018181220109017075	0.7559192843101618	0.01281049394261182
HURRAH	tabdpt	77	-1	500	500	tab_deepsurv_vanilla	0.8759847731725046	0.02711095229712506	0.7838717457587611	0.009419168838917562
HURRAH	tabdpt	77	-1	500	500	tab_rsf	0.9725819456498611	0.0049329998636018215	0.7841604677806229	0.01275141143442626
HURRAH	tabdpt	77	-1	500	500	tab_cox	0.7180726769965263	0.230435820698705	0.5473213900955951	0.18347222210420408
HURRAH	tabdpt	77	-1	500	500	deepsurv_simple	0.8707213078036901	0.016173543792706732	0.8065226611746577	0.010299067026635935
HURRAH	tabdpt	77	-1	500	500	deepsurv_vanilla	0.8586532050213972	0.022522751296573967	0.7619698034182387	0.03303303886165073
HURRAH	tabdpt	77	-1	500	500	rsf	0.9629868440726517	0.00682894546229565	0.7861699535620992	0.014147089361571103
HURRAH	tabdpt	77	-1	500	500	cox	0.8656284137694337	0.018660019758223716	0.8044481061849706	0.006377869067407378
HURRAH	tabdpt	77	-1	1000	1000	tab_deepsurv_simple	0.9019370957475286	0.016882905661849832	0.7768230196028734	0.028243322818702076
HURRAH	tabdpt	77	-1	1000	1000	tab_deepsurv_vanilla	0.8691875804110827	0.02074541072737366	0.7998112954481961	0.009007791330591942
HURRAH	tabdpt	77	-1	1000	1000	tab_rsf	0.9742597173292159	0.0031788078923004103	0.7966022998053834	0.009861084965085844
HURRAH	tabdpt	77	-1	1000	1000	tab_cox	0.611999937130127	0.172149063746016	0.5196544312143381	0.19496946784391467
HURRAH	tabdpt	77	-1	1000	1000	deepsurv_simple	0.8567237822340139	0.00898230458311776	0.8221372074649722	0.009139558322508508
HURRAH	tabdpt	77	-1	1000	1000	deepsurv_vanilla	0.8623266496854821	0.008545241115486518	0.8018038077518306	0.009300415534533514
HURRAH	tabdpt	77	-1	1000	1000	rsf	0.960641162043532	0.0032538386139351404	0.8102983589891206	0.008307832155957031
HURRAH	tabdpt	77	-1	1000	1000	cox	0.8494782021364395	0.012096849098676192	0.817020444543038	0.008153957036159697
HURRAH	tabdpt	77	-1	2500	2500	tab_deepsurv_simple	0.874310549373976	0.010757709031778528	0.7767872744755477	0.008437344091907184
HURRAH	tabdpt	77	-1	2500	2500	tab_deepsurv_vanilla	0.854280136395222	0.026094998612384016	0.7980236566873606	0.013337494963358714
